partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
genoa,8,8,2g,16m,POSIX,foss_2023,Max Read: 7976.15 MiB/sec (8363.60 MB/sec),read
genoa,8,8,2g,16m,POSIX,foss_2023,Max Write: 4139.71 MiB/sec (4340.80 MB/sec),write
genoa,8,8,2g,256m,POSIX,foss_2023,Max Read: 6891.98 MiB/sec (7226.77 MB/sec),read
genoa,8,8,2g,256m,POSIX,foss_2023,Max Write: 4129.00 MiB/sec (4329.57 MB/sec),write
genoa,8,8,4g,2m,POSIX,foss_2023,Max Read: 7490.71 MiB/sec (7854.58 MB/sec),read
genoa,8,8,4g,2m,POSIX,foss_2023,Max Write: 4531.26 MiB/sec (4751.37 MB/sec),write
genoa,8,8,4g,4m,POSIX,foss_2023,Max Read: 4495.53 MiB/sec (4713.91 MB/sec),read
genoa,8,8,4g,4m,POSIX,foss_2023,Max Write: 3578.65 MiB/sec (3752.49 MB/sec),write
genoa,8,8,4g,8m,POSIX,foss_2023,Max Read: 3615.68 MiB/sec (3791.31 MB/sec),read
genoa,8,8,4g,8m,POSIX,foss_2023,Max Write: 2994.23 MiB/sec (3139.68 MB/sec),write
genoa,8,8,4g,16m,POSIX,foss_2023,Max Read: 6862.84 MiB/sec (7196.21 MB/sec),read
genoa,8,8,4g,16m,POSIX,foss_2023,Max Write: 5014.14 MiB/sec (5257.71 MB/sec),write
genoa,8,8,4g,256m,POSIX,foss_2023,Max Read: 5378.15 MiB/sec (5639.40 MB/sec),read
genoa,8,8,4g,256m,POSIX,foss_2023,Max Write: 4387.76 MiB/sec (4600.90 MB/sec),write
genoa,8,8,8g,2m,POSIX,foss_2023,Max Read: 4603.70 MiB/sec (4827.33 MB/sec),read
genoa,8,8,8g,2m,POSIX,foss_2023,Max Write: 3373.59 MiB/sec (3537.47 MB/sec),write
genoa,8,8,8g,4m,POSIX,foss_2023,Max Read: 3833.94 MiB/sec (4020.18 MB/sec),read
genoa,8,8,8g,4m,POSIX,foss_2023,Max Write: 3118.75 MiB/sec (3270.25 MB/sec),write
genoa,8,8,8g,8m,POSIX,foss_2023,Max Read: 6811.57 MiB/sec (7142.45 MB/sec),read
genoa,8,8,8g,8m,POSIX,foss_2023,Max Write: 4060.67 MiB/sec (4257.92 MB/sec),write
genoa,8,8,8g,16m,POSIX,foss_2023,Max Read: 3798.33 MiB/sec (3982.83 MB/sec),read
genoa,8,8,8g,16m,POSIX,foss_2023,Max Write: 3080.26 MiB/sec (3229.89 MB/sec),write
genoa,8,8,8g,256m,POSIX,foss_2023,Max Read: 6639.82 MiB/sec (6962.36 MB/sec),read
genoa,8,8,8g,256m,POSIX,foss_2023,Max Write: 3729.52 MiB/sec (3910.69 MB/sec),write
genoa,8,8,16g,2m,POSIX,foss_2023,Max Read: 6067.82 MiB/sec (6362.57 MB/sec),read
genoa,8,8,16g,2m,POSIX,foss_2023,Max Write: 3161.57 MiB/sec (3315.15 MB/sec),write
genoa,8,8,16g,4m,POSIX,foss_2023,Max Read: 4663.71 MiB/sec (4890.26 MB/sec),read
genoa,8,8,16g,4m,POSIX,foss_2023,Max Write: 5064.11 MiB/sec (5310.10 MB/sec),write
genoa,8,8,16g,8m,POSIX,foss_2023,Max Read: 5680.35 MiB/sec (5956.27 MB/sec),read
genoa,8,8,16g,8m,POSIX,foss_2023,Max Write: 3001.11 MiB/sec (3146.90 MB/sec),write
genoa,8,8,16g,16m,POSIX,foss_2023,,read
genoa,8,8,16g,16m,POSIX,foss_2023,,write
genoa,8,8,16g,256m,POSIX,foss_2023,,read
genoa,8,8,16g,256m,POSIX,foss_2023,,write
