partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
rome,8,8,256m,2m,POSIX,foss_2023,Max Read: 33608.55 MiB/sec (35241.12 MB/sec),read
rome,8,8,256m,2m,POSIX,foss_2023,Max Write: 1515.03 MiB/sec (1588.62 MB/sec),write
rome,8,8,256m,4m,POSIX,foss_2023,Max Read: 34390.90 MiB/sec (36061.47 MB/sec),read
rome,8,8,256m,4m,POSIX,foss_2023,Max Write: 2378.54 MiB/sec (2494.08 MB/sec),write
rome,8,8,256m,8m,POSIX,foss_2023,Max Read: 31381.83 MiB/sec (32906.23 MB/sec),read
rome,8,8,256m,8m,POSIX,foss_2023,Max Write: 1470.18 MiB/sec (1541.59 MB/sec),write
rome,8,8,256m,16m,POSIX,foss_2023,Max Read: 17032.03 MiB/sec (17859.38 MB/sec),read
rome,8,8,256m,16m,POSIX,foss_2023,Max Write: 2706.60 MiB/sec (2838.08 MB/sec),write
rome,8,8,256m,256m,POSIX,foss_2023,Max Read: 17103.81 MiB/sec (17934.65 MB/sec),read
rome,8,8,256m,256m,POSIX,foss_2023,Max Write: 3503.60 MiB/sec (3673.79 MB/sec),write
rome,8,8,512m,2m,POSIX,foss_2023,Max Read: 15035.98 MiB/sec (15766.37 MB/sec),read
rome,8,8,512m,2m,POSIX,foss_2023,Max Write: 4147.29 MiB/sec (4348.75 MB/sec),write
rome,8,8,512m,4m,POSIX,foss_2023,Max Read: 9346.89 MiB/sec (9800.92 MB/sec),read
rome,8,8,512m,4m,POSIX,foss_2023,Max Write: 3458.19 MiB/sec (3626.17 MB/sec),write
rome,8,8,512m,8m,POSIX,foss_2023,Max Read: 7505.19 MiB/sec (7869.77 MB/sec),read
rome,8,8,512m,8m,POSIX,foss_2023,Max Write: 3362.41 MiB/sec (3525.75 MB/sec),write
rome,8,8,512m,16m,POSIX,foss_2023,Max Read: 7778.01 MiB/sec (8155.83 MB/sec),read
rome,8,8,512m,16m,POSIX,foss_2023,Max Write: 4208.07 MiB/sec (4412.48 MB/sec),write
rome,8,8,512m,256m,POSIX,foss_2023,Max Read: 11928.27 MiB/sec (12507.70 MB/sec),read
rome,8,8,512m,256m,POSIX,foss_2023,Max Write: 3679.71 MiB/sec (3858.45 MB/sec),write
rome,8,8,1g,2m,POSIX,foss_2023,Max Read: 4891.62 MiB/sec (5129.24 MB/sec),read
rome,8,8,1g,2m,POSIX,foss_2023,Max Write: 2862.39 MiB/sec (3001.43 MB/sec),write
rome,8,8,1g,4m,POSIX,foss_2023,Max Read: 7017.82 MiB/sec (7358.72 MB/sec),read
rome,8,8,1g,4m,POSIX,foss_2023,Max Write: 4203.67 MiB/sec (4407.87 MB/sec),write
rome,8,8,1g,8m,POSIX,foss_2023,Max Read: 4721.50 MiB/sec (4950.85 MB/sec),read
rome,8,8,1g,8m,POSIX,foss_2023,Max Write: 2993.87 MiB/sec (3139.30 MB/sec),write
rome,8,8,1g,16m,POSIX,foss_2023,Max Read: 7089.53 MiB/sec (7433.92 MB/sec),read
rome,8,8,1g,16m,POSIX,foss_2023,Max Write: 4805.76 MiB/sec (5039.20 MB/sec),write
rome,8,8,1g,256m,POSIX,foss_2023,Max Read: 4505.94 MiB/sec (4724.82 MB/sec),read
rome,8,8,1g,256m,POSIX,foss_2023,Max Write: 3094.11 MiB/sec (3244.41 MB/sec),write
rome,8,8,2g,2m,POSIX,foss_2023,Max Read: 4697.57 MiB/sec (4925.76 MB/sec),read
rome,8,8,2g,2m,POSIX,foss_2023,Max Write: 3480.18 MiB/sec (3649.23 MB/sec),write
rome,8,8,2g,4m,POSIX,foss_2023,Max Read: 5036.23 MiB/sec (5280.87 MB/sec),read
rome,8,8,2g,4m,POSIX,foss_2023,Max Write: 5033.47 MiB/sec (5277.97 MB/sec),write
rome,8,8,2g,8m,POSIX,foss_2023,Max Read: 6824.42 MiB/sec (7155.93 MB/sec),read
rome,8,8,2g,8m,POSIX,foss_2023,Max Write: 4261.74 MiB/sec (4468.76 MB/sec),write
rome,8,8,2g,16m,POSIX,foss_2023,Max Read: 4342.98 MiB/sec (4553.95 MB/sec),read
rome,8,8,2g,16m,POSIX,foss_2023,Max Write: 3487.64 MiB/sec (3657.06 MB/sec),write
rome,8,8,2g,256m,POSIX,foss_2023,Max Read: 6128.40 MiB/sec (6426.09 MB/sec),read
rome,8,8,2g,256m,POSIX,foss_2023,Max Write: 7950.75 MiB/sec (8336.96 MB/sec),write
rome,8,8,4g,2m,POSIX,foss_2023,Max Read: 3325.56 MiB/sec (3487.10 MB/sec),read
rome,8,8,4g,2m,POSIX,foss_2023,Max Write: 4752.59 MiB/sec (4983.46 MB/sec),write
rome,8,8,4g,4m,POSIX,foss_2023,Max Read: 2918.33 MiB/sec (3060.09 MB/sec),read
rome,8,8,4g,4m,POSIX,foss_2023,Max Write: 3296.82 MiB/sec (3456.96 MB/sec),write
rome,8,8,4g,8m,POSIX,foss_2023,Max Read: 2948.60 MiB/sec (3091.83 MB/sec),read
rome,8,8,4g,8m,POSIX,foss_2023,Max Write: 3431.96 MiB/sec (3598.67 MB/sec),write
rome,8,8,4g,16m,POSIX,foss_2023,Max Read: 3110.55 MiB/sec (3261.65 MB/sec),read
rome,8,8,4g,16m,POSIX,foss_2023,Max Write: 3561.21 MiB/sec (3734.20 MB/sec),write
rome,8,8,4g,256m,POSIX,foss_2023,Max Read: 4118.92 MiB/sec (4319.00 MB/sec),read
rome,8,8,4g,256m,POSIX,foss_2023,Max Write: 4574.31 MiB/sec (4796.51 MB/sec),write
rome,8,8,8g,2m,POSIX,foss_2023,Max Read: 3288.22 MiB/sec (3447.95 MB/sec),read
rome,8,8,8g,2m,POSIX,foss_2023,Max Write: 3886.25 MiB/sec (4075.03 MB/sec),write
rome,8,8,8g,4m,POSIX,foss_2023,Max Read: 5467.54 MiB/sec (5733.14 MB/sec),read
rome,8,8,8g,4m,POSIX,foss_2023,Max Write: 4636.26 MiB/sec (4861.47 MB/sec),write
rome,8,8,8g,8m,POSIX,foss_2023,Max Read: 3115.85 MiB/sec (3267.21 MB/sec),read
rome,8,8,8g,8m,POSIX,foss_2023,Max Write: 3361.98 MiB/sec (3525.29 MB/sec),write
rome,8,8,8g,16m,POSIX,foss_2023,Max Read: 3235.74 MiB/sec (3392.92 MB/sec),read
rome,8,8,8g,16m,POSIX,foss_2023,Max Write: 3442.05 MiB/sec (3609.25 MB/sec),write
rome,8,8,8g,256m,POSIX,foss_2023,Max Read: 5023.10 MiB/sec (5267.10 MB/sec),read
rome,8,8,8g,256m,POSIX,foss_2023,Max Write: 5178.17 MiB/sec (5429.70 MB/sec),write
rome,8,8,16g,2m,POSIX,foss_2023,Max Read: 3991.39 MiB/sec (4185.28 MB/sec),read
rome,8,8,16g,2m,POSIX,foss_2023,Max Write: 3010.67 MiB/sec (3156.92 MB/sec),write
rome,8,8,16g,4m,POSIX,foss_2023,Max Read: 5918.67 MiB/sec (6206.17 MB/sec),read
rome,8,8,16g,4m,POSIX,foss_2023,Max Write: 4677.05 MiB/sec (4904.24 MB/sec),write
rome,8,8,16g,8m,POSIX,foss_2023,Max Read: 3442.87 MiB/sec (3610.11 MB/sec),read
rome,8,8,16g,8m,POSIX,foss_2023,Max Write: 2970.60 MiB/sec (3114.90 MB/sec),write
rome,8,8,16g,16m,POSIX,foss_2023,Max Read: 7361.05 MiB/sec (7718.62 MB/sec),read
rome,8,8,16g,16m,POSIX,foss_2023,Max Write: 7871.24 MiB/sec (8253.60 MB/sec),write
rome,8,8,16g,256m,POSIX,foss_2023,Max Read: 6684.24 MiB/sec (7008.93 MB/sec),read
rome,8,8,16g,256m,POSIX,foss_2023,Max Write: 4379.58 MiB/sec (4592.32 MB/sec),write
