partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
gpu_h100,8,8,2g,2m,POSIX,foss_2023,Max Write: 5258.57 MiB/sec (5514.01 MB/sec),write
gpu_h100,8,8,2g,4m,POSIX,foss_2023,Max Read: 8157.26 MiB/sec (8553.51 MB/sec),read
gpu_h100,8,8,2g,4m,POSIX,foss_2023,Max Write: 4711.40 MiB/sec (4940.26 MB/sec),write
gpu_h100,8,8,2g,8m,POSIX,foss_2023,Max Read: 6147.17 MiB/sec (6445.77 MB/sec),read
gpu_h100,8,8,2g,8m,POSIX,foss_2023,Max Write: 4370.42 MiB/sec (4582.72 MB/sec),write
gpu_h100,8,8,2g,16m,POSIX,foss_2023,Max Read: 5441.61 MiB/sec (5705.94 MB/sec),read
gpu_h100,8,8,2g,16m,POSIX,foss_2023,Max Write: 5523.63 MiB/sec (5791.94 MB/sec),write
gpu_h100,8,8,2g,256m,POSIX,foss_2023,Max Read: 5751.57 MiB/sec (6030.96 MB/sec),read
gpu_h100,8,8,2g,256m,POSIX,foss_2023,Max Write: 3699.80 MiB/sec (3879.52 MB/sec),write
gpu_h100,8,8,4g,2m,POSIX,foss_2023,Max Read: 5654.91 MiB/sec (5929.61 MB/sec),read
gpu_h100,8,8,4g,2m,POSIX,foss_2023,Max Write: 3975.45 MiB/sec (4168.56 MB/sec),write
gpu_h100,8,8,4g,4m,POSIX,foss_2023,Max Read: 5104.78 MiB/sec (5352.75 MB/sec),read
gpu_h100,8,8,4g,4m,POSIX,foss_2023,Max Write: 4790.39 MiB/sec (5023.09 MB/sec),write
gpu_h100,8,8,4g,8m,POSIX,foss_2023,Max Read: 4237.58 MiB/sec (4443.43 MB/sec),read
gpu_h100,8,8,4g,8m,POSIX,foss_2023,Max Write: 3775.88 MiB/sec (3959.29 MB/sec),write
gpu_h100,8,8,4g,16m,POSIX,foss_2023,Max Read: 4813.29 MiB/sec (5047.10 MB/sec),read
gpu_h100,8,8,4g,16m,POSIX,foss_2023,Max Write: 4189.82 MiB/sec (4393.34 MB/sec),write
gpu_h100,8,8,4g,256m,POSIX,foss_2023,Max Read: 5977.56 MiB/sec (6267.92 MB/sec),read
gpu_h100,8,8,4g,256m,POSIX,foss_2023,Max Write: 4030.58 MiB/sec (4226.37 MB/sec),write
gpu_h100,8,8,8g,2m,POSIX,foss_2023,Max Read: 5778.66 MiB/sec (6059.36 MB/sec),read
gpu_h100,8,8,8g,2m,POSIX,foss_2023,Max Write: 5071.50 MiB/sec (5317.86 MB/sec),write
gpu_h100,8,8,8g,4m,POSIX,foss_2023,Max Read: 4407.14 MiB/sec (4621.22 MB/sec),read
gpu_h100,8,8,8g,4m,POSIX,foss_2023,Max Write: 4244.63 MiB/sec (4450.81 MB/sec),write
gpu_h100,8,8,8g,8m,POSIX,foss_2023,Max Read: 5820.33 MiB/sec (6103.06 MB/sec),read
gpu_h100,8,8,8g,8m,POSIX,foss_2023,Max Write: 5303.22 MiB/sec (5560.83 MB/sec),write
gpu_h100,8,8,8g,16m,POSIX,foss_2023,Max Read: 4899.64 MiB/sec (5137.65 MB/sec),read
gpu_h100,8,8,8g,16m,POSIX,foss_2023,Max Write: 5854.25 MiB/sec (6138.62 MB/sec),write
gpu_h100,8,8,8g,256m,POSIX,foss_2023,Max Read: 4596.14 MiB/sec (4819.40 MB/sec),read
gpu_h100,8,8,8g,256m,POSIX,foss_2023,Max Write: 5125.55 MiB/sec (5374.53 MB/sec),write
gpu_h100,8,8,16g,2m,POSIX,foss_2023,Max Read: 6043.93 MiB/sec (6337.52 MB/sec),read
gpu_h100,8,8,16g,2m,POSIX,foss_2023,Max Write: 4047.77 MiB/sec (4244.40 MB/sec),write
gpu_h100,8,8,16g,4m,POSIX,foss_2023,Max Read: 6188.00 MiB/sec (6488.59 MB/sec),read
gpu_h100,8,8,16g,4m,POSIX,foss_2023,Max Write: 4769.14 MiB/sec (5000.81 MB/sec),write
gpu_h100,8,8,16g,8m,POSIX,foss_2023,Max Read: 5532.18 MiB/sec (5800.91 MB/sec),read
gpu_h100,8,8,16g,8m,POSIX,foss_2023,Max Write: 5391.00 MiB/sec (5652.88 MB/sec),write
gpu_h100,8,8,16g,16m,POSIX,foss_2023,Max Read: 4451.91 MiB/sec (4668.16 MB/sec),read
gpu_h100,8,8,16g,16m,POSIX,foss_2023,Max Write: 3811.00 MiB/sec (3996.12 MB/sec),write
gpu_h100,8,8,16g,256m,POSIX,foss_2023,Max Read: 3726.77 MiB/sec (3907.80 MB/sec),read
gpu_h100,8,8,16g,256m,POSIX,foss_2023,Max Write: 3101.39 MiB/sec (3252.05 MB/sec),write
