partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
rome,8,8,1g,4m,POSIX,foss_2023,Max Read: 5571.64 MiB/sec (5842.29 MB/sec),read
rome,8,8,1g,4m,POSIX,foss_2023,Max Write: 2413.38 MiB/sec (2530.61 MB/sec),write
rome,8,8,1g,8m,POSIX,foss_2023,Max Read: 3652.80 MiB/sec (3830.24 MB/sec),read
rome,8,8,1g,8m,POSIX,foss_2023,Max Write: 3836.63 MiB/sec (4023.00 MB/sec),write
rome,8,8,1g,16m,POSIX,foss_2023,Max Read: 3490.99 MiB/sec (3660.56 MB/sec),read
rome,8,8,1g,16m,POSIX,foss_2023,Max Write: 1972.56 MiB/sec (2068.38 MB/sec),write
rome,8,8,1g,256m,POSIX,foss_2023,Max Read: 4352.35 MiB/sec (4563.77 MB/sec),read
rome,8,8,1g,256m,POSIX,foss_2023,Max Write: 5014.56 MiB/sec (5258.15 MB/sec),write
rome,8,8,2g,2m,POSIX,foss_2023,Max Read: 4401.54 MiB/sec (4615.35 MB/sec),read
rome,8,8,2g,2m,POSIX,foss_2023,Max Write: 4835.10 MiB/sec (5069.96 MB/sec),write
rome,8,8,2g,4m,POSIX,foss_2023,Max Read: 4113.62 MiB/sec (4313.44 MB/sec),read
rome,8,8,2g,4m,POSIX,foss_2023,Max Write: 2948.26 MiB/sec (3091.47 MB/sec),write
rome,8,8,2g,8m,POSIX,foss_2023,Max Read: 4494.12 MiB/sec (4712.42 MB/sec),read
rome,8,8,2g,8m,POSIX,foss_2023,Max Write: 3089.11 MiB/sec (3239.17 MB/sec),write
rome,8,8,2g,16m,POSIX,foss_2023,Max Read: 4966.47 MiB/sec (5207.72 MB/sec),read
rome,8,8,2g,16m,POSIX,foss_2023,Max Write: 3132.12 MiB/sec (3284.27 MB/sec),write
rome,8,8,2g,256m,POSIX,foss_2023,Max Read: 5362.55 MiB/sec (5623.04 MB/sec),read
rome,8,8,2g,256m,POSIX,foss_2023,Max Write: 3890.99 MiB/sec (4080.00 MB/sec),write
rome,8,8,4g,2m,POSIX,foss_2023,Max Read: 4935.44 MiB/sec (5175.18 MB/sec),read
rome,8,8,4g,2m,POSIX,foss_2023,Max Write: 3500.47 MiB/sec (3670.51 MB/sec),write
rome,8,8,4g,4m,POSIX,foss_2023,Max Read: 5569.15 MiB/sec (5839.68 MB/sec),read
rome,8,8,4g,4m,POSIX,foss_2023,Max Write: 2992.47 MiB/sec (3137.83 MB/sec),write
rome,8,8,4g,8m,POSIX,foss_2023,Max Read: 3931.96 MiB/sec (4122.96 MB/sec),read
rome,8,8,4g,8m,POSIX,foss_2023,Max Write: 4539.26 MiB/sec (4759.75 MB/sec),write
rome,8,8,4g,16m,POSIX,foss_2023,Max Read: 4076.49 MiB/sec (4274.51 MB/sec),read
rome,8,8,4g,16m,POSIX,foss_2023,Max Write: 4735.31 MiB/sec (4965.34 MB/sec),write
rome,8,8,4g,256m,POSIX,foss_2023,Max Read: 6202.86 MiB/sec (6504.17 MB/sec),read
rome,8,8,4g,256m,POSIX,foss_2023,Max Write: 3586.28 MiB/sec (3760.49 MB/sec),write
rome,8,8,8g,2m,POSIX,foss_2023,Max Read: 5306.83 MiB/sec (5564.62 MB/sec),read
rome,8,8,8g,2m,POSIX,foss_2023,Max Write: 4159.77 MiB/sec (4361.84 MB/sec),write
rome,8,8,8g,4m,POSIX,foss_2023,Max Read: 4468.06 MiB/sec (4685.10 MB/sec),read
rome,8,8,8g,4m,POSIX,foss_2023,Max Write: 4242.47 MiB/sec (4448.55 MB/sec),write
rome,8,8,8g,8m,POSIX,foss_2023,Max Read: 5112.07 MiB/sec (5360.39 MB/sec),read
rome,8,8,8g,8m,POSIX,foss_2023,Max Write: 4506.72 MiB/sec (4725.63 MB/sec),write
rome,8,8,8g,16m,POSIX,foss_2023,Max Read: 6054.21 MiB/sec (6348.30 MB/sec),read
rome,8,8,8g,16m,POSIX,foss_2023,Max Write: 5992.89 MiB/sec (6284.01 MB/sec),write
rome,8,8,8g,256m,POSIX,foss_2023,Max Read: 6897.24 MiB/sec (7232.28 MB/sec),read
rome,8,8,8g,256m,POSIX,foss_2023,Max Write: 7003.55 MiB/sec (7343.75 MB/sec),write
rome,8,8,16g,2m,POSIX,foss_2023,Max Read: 3747.45 MiB/sec (3929.48 MB/sec),read
rome,8,8,16g,2m,POSIX,foss_2023,Max Write: 4432.81 MiB/sec (4648.14 MB/sec),write
rome,8,8,16g,4m,POSIX,foss_2023,Max Read: 6080.49 MiB/sec (6375.86 MB/sec),read
rome,8,8,16g,4m,POSIX,foss_2023,Max Write: 6889.34 MiB/sec (7223.99 MB/sec),write
rome,8,8,16g,8m,POSIX,foss_2023,Max Read: 7453.70 MiB/sec (7815.77 MB/sec),read
rome,8,8,16g,8m,POSIX,foss_2023,Max Write: 8803.79 MiB/sec (9231.44 MB/sec),write
rome,8,8,16g,16m,POSIX,foss_2023,Max Read: 7999.10 MiB/sec (8387.66 MB/sec),read
rome,8,8,16g,16m,POSIX,foss_2023,Max Write: 8989.85 MiB/sec (9426.54 MB/sec),write
rome,8,8,16g,256m,POSIX,foss_2023,Max Read: 8860.71 MiB/sec (9291.13 MB/sec),read
rome,8,8,16g,256m,POSIX,foss_2023,Max Write: 8112.57 MiB/sec (8506.65 MB/sec),write
