partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
genoa,8,8,8g,2m,POSIX,foss_2023,Max Write: 5095.38 MiB/sec (5342.89 MB/sec),write
genoa,8,8,8g,4m,POSIX,foss_2023,Max Read: 3980.20 MiB/sec (4173.55 MB/sec),read
genoa,8,8,8g,4m,POSIX,foss_2023,Max Write: 3424.96 MiB/sec (3591.33 MB/sec),write
genoa,8,8,8g,8m,POSIX,foss_2023,Max Read: 3823.26 MiB/sec (4008.98 MB/sec),read
genoa,8,8,8g,8m,POSIX,foss_2023,Max Write: 3441.68 MiB/sec (3608.87 MB/sec),write
genoa,8,8,8g,16m,POSIX,foss_2023,Max Read: 4572.71 MiB/sec (4794.83 MB/sec),read
genoa,8,8,8g,16m,POSIX,foss_2023,Max Write: 3597.35 MiB/sec (3772.09 MB/sec),write
genoa,8,8,8g,256m,POSIX,foss_2023,Max Read: 6640.22 MiB/sec (6962.78 MB/sec),read
genoa,8,8,8g,256m,POSIX,foss_2023,Max Write: 4130.85 MiB/sec (4331.51 MB/sec),write
genoa,8,8,16g,2m,POSIX,foss_2023,Max Read: 6257.99 MiB/sec (6561.98 MB/sec),read
genoa,8,8,16g,2m,POSIX,foss_2023,Max Write: 4084.55 MiB/sec (4282.96 MB/sec),write
genoa,8,8,16g,4m,POSIX,foss_2023,Max Read: 7038.14 MiB/sec (7380.02 MB/sec),read
genoa,8,8,16g,4m,POSIX,foss_2023,Max Write: 4507.28 MiB/sec (4726.23 MB/sec),write
genoa,8,8,16g,8m,POSIX,foss_2023,Max Read: 4160.86 MiB/sec (4362.98 MB/sec),read
genoa,8,8,16g,8m,POSIX,foss_2023,Max Write: 3195.04 MiB/sec (3350.25 MB/sec),write
genoa,8,8,16g,16m,POSIX,foss_2023,Max Read: 4295.59 MiB/sec (4504.25 MB/sec),read
genoa,8,8,16g,16m,POSIX,foss_2023,Max Write: 4582.76 MiB/sec (4805.38 MB/sec),write
genoa,8,8,16g,256m,POSIX,foss_2023,Max Read: 5445.98 MiB/sec (5710.52 MB/sec),read
genoa,8,8,16g,256m,POSIX,foss_2023,Max Write: 5849.83 MiB/sec (6133.99 MB/sec),write
