partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
rome,8,8,256m,2m,POSIX,foss_2023,Max Read: 34102.88 MiB/sec (35759.46 MB/sec),read
rome,8,8,256m,2m,POSIX,foss_2023,Max Write: 2897.85 MiB/sec (3038.62 MB/sec),write
rome,8,8,256m,4m,POSIX,foss_2023,Max Read: 34498.77 MiB/sec (36174.58 MB/sec),read
rome,8,8,256m,4m,POSIX,foss_2023,Max Write: 3407.08 MiB/sec (3572.58 MB/sec),write
rome,8,8,256m,8m,POSIX,foss_2023,Max Read: 31274.52 MiB/sec (32793.71 MB/sec),read
rome,8,8,256m,8m,POSIX,foss_2023,Max Write: 1896.52 MiB/sec (1988.64 MB/sec),write
rome,8,8,256m,16m,POSIX,foss_2023,Max Read: 16887.27 MiB/sec (17707.59 MB/sec),read
rome,8,8,256m,16m,POSIX,foss_2023,Max Write: 4284.97 MiB/sec (4493.11 MB/sec),write
rome,8,8,256m,256m,POSIX,foss_2023,Max Read: 16966.97 MiB/sec (17791.16 MB/sec),read
rome,8,8,256m,256m,POSIX,foss_2023,Max Write: 3558.63 MiB/sec (3731.49 MB/sec),write
rome,8,8,512m,2m,POSIX,foss_2023,Max Read: 15098.85 MiB/sec (15832.29 MB/sec),read
rome,8,8,512m,2m,POSIX,foss_2023,Max Write: 4643.29 MiB/sec (4868.85 MB/sec),write
rome,8,8,512m,4m,POSIX,foss_2023,Max Read: 11135.23 MiB/sec (11676.13 MB/sec),read
rome,8,8,512m,4m,POSIX,foss_2023,Max Write: 4120.74 MiB/sec (4320.91 MB/sec),write
rome,8,8,512m,8m,POSIX,foss_2023,Max Read: 14414.86 MiB/sec (15115.08 MB/sec),read
rome,8,8,512m,8m,POSIX,foss_2023,Max Write: 3226.30 MiB/sec (3383.02 MB/sec),write
rome,8,8,512m,16m,POSIX,foss_2023,Max Read: 12783.42 MiB/sec (13404.39 MB/sec),read
rome,8,8,512m,16m,POSIX,foss_2023,Max Write: 4793.98 MiB/sec (5026.86 MB/sec),write
rome,8,8,512m,256m,POSIX,foss_2023,Max Read: 14291.40 MiB/sec (14985.62 MB/sec),read
rome,8,8,512m,256m,POSIX,foss_2023,Max Write: 5459.64 MiB/sec (5724.85 MB/sec),write
rome,8,8,1g,2m,POSIX,foss_2023,Max Read: 8172.41 MiB/sec (8569.39 MB/sec),read
rome,8,8,1g,2m,POSIX,foss_2023,Max Write: 4456.25 MiB/sec (4672.72 MB/sec),write
rome,8,8,1g,4m,POSIX,foss_2023,Max Read: 7789.92 MiB/sec (8168.32 MB/sec),read
rome,8,8,1g,4m,POSIX,foss_2023,Max Write: 4236.05 MiB/sec (4441.82 MB/sec),write
rome,8,8,1g,8m,POSIX,foss_2023,Max Read: 6876.62 MiB/sec (7210.66 MB/sec),read
