partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
gpu_h100,8,8,256m,2m,POSIX,foss_2023,Max Read: 84606.15 MiB/sec (88715.98 MB/sec),read
gpu_h100,8,8,256m,2m,POSIX,foss_2023,Max Write: 4493.75 MiB/sec (4712.04 MB/sec),write
gpu_h100,8,8,256m,4m,POSIX,foss_2023,Max Read: 82531.01 MiB/sec (86540.04 MB/sec),read
gpu_h100,8,8,256m,4m,POSIX,foss_2023,Max Write: 3343.51 MiB/sec (3505.93 MB/sec),write
gpu_h100,8,8,256m,8m,POSIX,foss_2023,Max Read: 79649.67 MiB/sec (83518.73 MB/sec),read
gpu_h100,8,8,256m,8m,POSIX,foss_2023,Max Write: 3492.89 MiB/sec (3662.56 MB/sec),write
gpu_h100,8,8,256m,16m,POSIX,foss_2023,Max Read: 75028.26 MiB/sec (78672.83 MB/sec),read
gpu_h100,8,8,256m,16m,POSIX,foss_2023,Max Write: 877.11 MiB/sec (919.72 MB/sec),write
gpu_h100,8,8,256m,256m,POSIX,foss_2023,Max Read: 58298.70 MiB/sec (61130.62 MB/sec),read
gpu_h100,8,8,256m,256m,POSIX,foss_2023,Max Write: 1210.72 MiB/sec (1269.53 MB/sec),write
gpu_h100,8,8,512m,2m,POSIX,foss_2023,Max Read: 30172.34 MiB/sec (31637.99 MB/sec),read
gpu_h100,8,8,512m,2m,POSIX,foss_2023,Max Write: 2461.46 MiB/sec (2581.03 MB/sec),write
gpu_h100,8,8,512m,4m,POSIX,foss_2023,Max Read: 17972.48 MiB/sec (18845.51 MB/sec),read
gpu_h100,8,8,512m,4m,POSIX,foss_2023,Max Write: 3058.74 MiB/sec (3207.32 MB/sec),write
gpu_h100,8,8,512m,8m,POSIX,foss_2023,Max Read: 10750.70 MiB/sec (11272.92 MB/sec),read
gpu_h100,8,8,512m,8m,POSIX,foss_2023,Max Write: 6242.62 MiB/sec (6545.86 MB/sec),write
gpu_h100,8,8,512m,16m,POSIX,foss_2023,Max Read: 8723.79 MiB/sec (9147.56 MB/sec),read
gpu_h100,8,8,512m,16m,POSIX,foss_2023,Max Write: 3027.65 MiB/sec (3174.73 MB/sec),write
gpu_h100,8,8,512m,256m,POSIX,foss_2023,Max Read: 11831.04 MiB/sec (12405.75 MB/sec),read
gpu_h100,8,8,512m,256m,POSIX,foss_2023,Max Write: 3815.78 MiB/sec (4001.14 MB/sec),write
gpu_h100,8,8,1g,2m,POSIX,foss_2023,Max Read: 10545.57 MiB/sec (11057.83 MB/sec),read
gpu_h100,8,8,1g,2m,POSIX,foss_2023,Max Write: 3468.33 MiB/sec (3636.81 MB/sec),write
gpu_h100,8,8,1g,4m,POSIX,foss_2023,Max Read: 10100.18 MiB/sec (10590.81 MB/sec),read
gpu_h100,8,8,1g,4m,POSIX,foss_2023,Max Write: 5664.54 MiB/sec (5939.70 MB/sec),write
gpu_h100,8,8,1g,8m,POSIX,foss_2023,Max Read: 10324.97 MiB/sec (10826.51 MB/sec),read
gpu_h100,8,8,1g,8m,POSIX,foss_2023,Max Write: 4548.77 MiB/sec (4769.73 MB/sec),write
gpu_h100,8,8,1g,16m,POSIX,foss_2023,Max Read: 6984.52 MiB/sec (7323.80 MB/sec),read
gpu_h100,8,8,1g,16m,POSIX,foss_2023,Max Write: 5149.36 MiB/sec (5399.49 MB/sec),write
gpu_h100,8,8,1g,256m,POSIX,foss_2023,Max Read: 8417.05 MiB/sec (8825.91 MB/sec),read
gpu_h100,8,8,1g,256m,POSIX,foss_2023,Max Write: 7529.32 MiB/sec (7895.06 MB/sec),write
gpu_h100,8,8,2g,2m,POSIX,foss_2023,Max Read: 5512.99 MiB/sec (5780.79 MB/sec),read
gpu_h100,8,8,2g,2m,POSIX,foss_2023,Max Write: 3777.25 MiB/sec (3960.73 MB/sec),write
gpu_h100,8,8,2g,4m,POSIX,foss_2023,Max Read: 4314.23 MiB/sec (4523.80 MB/sec),read
gpu_h100,8,8,2g,4m,POSIX,foss_2023,Max Write: 3289.01 MiB/sec (3448.78 MB/sec),write
gpu_h100,8,8,2g,8m,POSIX,foss_2023,Max Read: 6819.26 MiB/sec (7150.52 MB/sec),read
gpu_h100,8,8,2g,8m,POSIX,foss_2023,Max Write: 3848.98 MiB/sec (4035.94 MB/sec),write
gpu_h100,8,8,2g,16m,POSIX,foss_2023,Max Read: 6793.09 MiB/sec (7123.07 MB/sec),read
gpu_h100,8,8,2g,16m,POSIX,foss_2023,Max Write: 4528.56 MiB/sec (4748.53 MB/sec),write
gpu_h100,8,8,2g,256m,POSIX,foss_2023,Max Read: 7084.93 MiB/sec (7429.09 MB/sec),read
gpu_h100,8,8,2g,256m,POSIX,foss_2023,Max Write: 3884.51 MiB/sec (4073.20 MB/sec),write
gpu_h100,8,8,4g,2m,POSIX,foss_2023,Max Read: 4784.55 MiB/sec (5016.96 MB/sec),read
gpu_h100,8,8,4g,2m,POSIX,foss_2023,Max Write: 3289.73 MiB/sec (3449.53 MB/sec),write
gpu_h100,8,8,4g,4m,POSIX,foss_2023,Max Read: 5380.20 MiB/sec (5641.54 MB/sec),read
gpu_h100,8,8,4g,4m,POSIX,foss_2023,Max Write: 3330.75 MiB/sec (3492.54 MB/sec),write
gpu_h100,8,8,4g,8m,POSIX,foss_2023,Max Read: 4897.82 MiB/sec (5135.74 MB/sec),read
gpu_h100,8,8,4g,8m,POSIX,foss_2023,Max Write: 4972.36 MiB/sec (5213.90 MB/sec),write
gpu_h100,8,8,4g,16m,POSIX,foss_2023,Max Read: 4177.90 MiB/sec (4380.85 MB/sec),read
gpu_h100,8,8,4g,16m,POSIX,foss_2023,Max Write: 3869.52 MiB/sec (4057.49 MB/sec),write
gpu_h100,8,8,4g,256m,POSIX,foss_2023,Max Read: 3328.05 MiB/sec (3489.71 MB/sec),read
gpu_h100,8,8,4g,256m,POSIX,foss_2023,Max Write: 2530.86 MiB/sec (2653.80 MB/sec),write
gpu_h100,8,8,8g,2m,POSIX,foss_2023,Max Read: 4650.72 MiB/sec (4876.63 MB/sec),read
gpu_h100,8,8,8g,2m,POSIX,foss_2023,Max Write: 4787.94 MiB/sec (5020.51 MB/sec),write
gpu_h100,8,8,8g,4m,POSIX,foss_2023,Max Read: 3771.10 MiB/sec (3954.28 MB/sec),read
gpu_h100,8,8,8g,4m,POSIX,foss_2023,Max Write: 4135.87 MiB/sec (4336.77 MB/sec),write
gpu_h100,8,8,8g,8m,POSIX,foss_2023,Max Read: 5647.29 MiB/sec (5921.61 MB/sec),read
gpu_h100,8,8,8g,8m,POSIX,foss_2023,Max Write: 3627.60 MiB/sec (3803.82 MB/sec),write
gpu_h100,8,8,8g,16m,POSIX,foss_2023,Max Read: 4658.92 MiB/sec (4885.23 MB/sec),read
gpu_h100,8,8,8g,16m,POSIX,foss_2023,Max Write: 5313.42 MiB/sec (5571.53 MB/sec),write
gpu_h100,8,8,8g,256m,POSIX,foss_2023,Max Read: 5188.47 MiB/sec (5440.50 MB/sec),read
gpu_h100,8,8,8g,256m,POSIX,foss_2023,Max Write: 6007.71 MiB/sec (6299.54 MB/sec),write
gpu_h100,8,8,16g,2m,POSIX,foss_2023,Max Read: 4330.09 MiB/sec (4540.43 MB/sec),read
gpu_h100,8,8,16g,2m,POSIX,foss_2023,Max Write: 3927.92 MiB/sec (4118.73 MB/sec),write
gpu_h100,8,8,16g,4m,POSIX,foss_2023,Max Read: 7874.33 MiB/sec (8256.83 MB/sec),read
gpu_h100,8,8,16g,4m,POSIX,foss_2023,Max Write: 4983.36 MiB/sec (5225.43 MB/sec),write
gpu_h100,8,8,16g,8m,POSIX,foss_2023,Max Read: 4835.90 MiB/sec (5070.80 MB/sec),read
gpu_h100,8,8,16g,8m,POSIX,foss_2023,Max Write: 3616.56 MiB/sec (3792.24 MB/sec),write
gpu_h100,8,8,16g,16m,POSIX,foss_2023,Max Read: 9522.64 MiB/sec (9985.21 MB/sec),read
gpu_h100,8,8,16g,16m,POSIX,foss_2023,Max Write: 6182.44 MiB/sec (6482.76 MB/sec),write
gpu_h100,8,8,16g,256m,POSIX,foss_2023,Max Read: 4489.87 MiB/sec (4707.98 MB/sec),read
gpu_h100,8,8,16g,256m,POSIX,foss_2023,Max Write: 4067.96 MiB/sec (4265.56 MB/sec),write
