partition,ntasks,ntasks_per_node,block_size,transfer_size,access_type,toolchain,IO_perf,IO_type
fat_rome,8,8,8g,2m,POSIX,foss_2023,Max Write: 4432.22 MiB/sec (4647.52 MB/sec),write
fat_rome,8,8,8g,4m,POSIX,foss_2023,Max Read: 3068.34 MiB/sec (3217.38 MB/sec),read
fat_rome,8,8,8g,4m,POSIX,foss_2023,Max Write: 3778.73 MiB/sec (3962.29 MB/sec),write
fat_rome,8,8,8g,8m,POSIX,foss_2023,Max Read: 3053.66 MiB/sec (3202.00 MB/sec),read
fat_rome,8,8,8g,8m,POSIX,foss_2023,Max Write: 3239.15 MiB/sec (3396.49 MB/sec),write
fat_rome,8,8,8g,16m,POSIX,foss_2023,Max Read: 3183.50 MiB/sec (3338.14 MB/sec),read
fat_rome,8,8,8g,16m,POSIX,foss_2023,Max Write: 3093.32 MiB/sec (3243.58 MB/sec),write
fat_rome,8,8,8g,256m,POSIX,foss_2023,Max Read: 3230.33 MiB/sec (3387.25 MB/sec),read
fat_rome,8,8,8g,256m,POSIX,foss_2023,Max Write: 3443.91 MiB/sec (3611.21 MB/sec),write
fat_rome,8,8,16g,2m,POSIX,foss_2023,Max Read: 6422.01 MiB/sec (6733.96 MB/sec),read
fat_rome,8,8,16g,2m,POSIX,foss_2023,Max Write: 3152.01 MiB/sec (3305.12 MB/sec),write
fat_rome,8,8,16g,4m,POSIX,foss_2023,Max Read: 7690.36 MiB/sec (8063.93 MB/sec),read
fat_rome,8,8,16g,4m,POSIX,foss_2023,Max Write: 4425.30 MiB/sec (4640.26 MB/sec),write
fat_rome,8,8,16g,8m,POSIX,foss_2023,Max Read: 5741.91 MiB/sec (6020.83 MB/sec),read
fat_rome,8,8,16g,8m,POSIX,foss_2023,Max Write: 4914.61 MiB/sec (5153.35 MB/sec),write
fat_rome,8,8,16g,16m,POSIX,foss_2023,Max Read: 4186.68 MiB/sec (4390.06 MB/sec),read
fat_rome,8,8,16g,16m,POSIX,foss_2023,Max Write: 2940.38 MiB/sec (3083.21 MB/sec),write
fat_rome,8,8,16g,256m,POSIX,foss_2023,Max Read: 6564.71 MiB/sec (6883.59 MB/sec),read
fat_rome,8,8,16g,256m,POSIX,foss_2023,Max Write: 4140.21 MiB/sec (4341.32 MB/sec),write
